,Crash ID,Record Type,Vehicle ID,Vehicle Coded Seq#,Total Count of Persons Involved,Total Persons Using Safety Equipment  ,Total Persons Not Using Safety Equipment,Total Persons Safety Equipment Use Unknown,Vehicle Ownership Code,Vehicle Special Use Code,Vehicle Type Code,Emergency Use Flag,Number of Trailers,Vehicle Movement Code,Vehicle Action Code,Vehicle Cause 1 Code,Vehicle Cause 2 Code,Vehicle Cause 3 Code,Vehicle Event 1 Code,Vehicle Event 2 Code,Vehicle Event 3 Code,Vehicle Exceeded Posted Speed Flag,Vehicle Hit & Run Flag,Safety Equipment Used Quantity
1245,1846641,2,3478173.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,2.0,6.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1248,1846699,2,3478280.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1250,1846699,2,3478281.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1253,1846707,2,3478296.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1255,1846707,2,3478297.0,2.0,1.0,0.0,9.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1258,1846797,2,3478477.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1260,1846797,2,3478478.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1263,1846812,2,3478499.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1265,1846812,2,3478500.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1268,1846840,2,3478549.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1270,1846840,2,3478550.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,13.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1272,1846840,2,3478551.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,6.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1275,1846965,2,3478791.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1277,1846965,2,3478792.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0
1280,1847023,2,3478893.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1282,1847023,2,3478894.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1285,1847026,2,3478898.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1287,1847026,2,3478899.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1290,1847080,2,3479000.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1292,1847080,2,3479001.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1295,1847084,2,3479007.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,32.0,0.0,40.0,62.0,13.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1297,1847084,2,3479008.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,2.0,0.0
1301,1847184,2,3479200.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1303,1847184,2,3479201.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1306,1847234,2,3479295.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1308,1847234,2,3479296.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,13.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1311,1847234,2,3479297.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1314,1847302,2,3479429.0,1.0,5.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1316,1847302,2,3479430.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1319,1847308,2,3479442.0,1.0,9.0,0.0,1.0,0.0,0.0,5.0,1.0,5.0,18.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1321,1847308,2,3479443.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0
1325,1847313,2,3479451.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1327,1847313,2,3479452.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1330,1847332,2,3479488.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1332,1847332,2,3479489.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1335,1847352,2,3479530.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1337,1847352,2,3479531.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1341,1847358,2,3479542.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1343,1847358,2,3479543.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0
1345,1847358,2,3479544.0,3.0,9.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,22.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1348,1847366,2,3479559.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1350,1847366,2,3479560.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,6.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1353,1847371,2,3479570.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1355,1847371,2,3479571.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,13.0,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1357,1847371,2,3479572.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1360,1847378,2,3479587.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1362,1847378,2,3479588.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1365,1847385,2,3479601.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,8.0,5.0,16.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1369,1847483,2,3479794.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,7.0,0.0,0.0,43.0,79.0,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1372,1847491,2,3479809.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1374,1847491,2,3479810.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,13.0,,,0.0,0.0,3.0,1.0,0.0,4.0,0.0
1378,1847491,2,3479811.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,22.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1381,1847500,2,3479827.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1383,1847500,2,3479828.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1386,1847540,2,3479904.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1388,1847540,2,3479905.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1391,1847540,2,3479906.0,3.0,4.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,22.0,0.0,13.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1393,1847540,2,3479907.0,4.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,22.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1396,1847575,2,3479972.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1398,1847575,2,3479973.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1400,1847575,2,3479974.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,22.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,4.0,0.0
1404,1847667,2,3480148.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,7.0,18.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1406,1847667,2,3480149.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1409,1847722,2,3480269.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1411,1847722,2,3480270.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1416,1847889,2,3480591.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,6.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,1.0
1418,1847889,2,3480592.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,2.0,18.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1421,1847898,2,3480608.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
1424,1847898,2,3480609.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,8.0,1.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1427,1847900,2,3480612.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1429,1847900,2,3480613.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1431,1847900,2,3480614.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1434,1847935,2,3480682.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1436,1847935,2,3480683.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1438,1847935,2,3480684.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,22.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1441,1847949,2,3480709.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1443,1847949,2,3480710.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,12.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1445,1847949,2,3480711.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,22.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1448,1847958,2,3480728.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1450,1847958,2,3480729.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1453,1848047,2,3480900.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1455,1848047,2,3480901.0,2.0,1.0,0.0,9.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,4.0,10.0,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1458,1848054,2,3480915.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1460,1848054,2,3480916.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1463,1848083,2,3480966.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1465,1848083,2,3480967.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1468,1848156,2,3481101.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1470,1848156,2,3481102.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,6.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1472,1848156,2,3481103.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1475,1848222,2,3481234.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1477,1848222,2,3481235.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1480,1848270,2,3481325.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1482,1848270,2,3481326.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,2.0,0.0
1486,1848337,2,3481446.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1488,1848337,2,3481447.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1491,1848347,2,3481471.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1493,1848347,2,3481472.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1495,1848347,2,3481473.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1498,1848359,2,3481494.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,87.0,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1500,1848359,2,3481495.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1503,1848489,2,3481741.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1505,1848489,2,3481742.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1508,1848512,2,3481795.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1510,1848512,2,3481796.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1513,1848553,2,3481864.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1515,1848553,2,3481865.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1518,1848565,2,3481887.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1520,1848565,2,3481888.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1523,1848616,2,3481983.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,2.0,1.0
1525,1848616,2,3481984.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,3.0,7.0,11.0,0.0,4.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1528,1848719,2,3482174.0,1.0,1.0,0.0,9.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1530,1848719,2,3482175.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,18.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1533,1848792,2,3482321.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1535,1848792,2,3482322.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1537,1848792,2,3482323.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1540,1848895,2,3482519.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,8.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
1543,1848895,2,3482520.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1546,1848913,2,3482555.0,1.0,9.0,9.0,1.0,0.0,0.0,3.0,5.0,7.0,15.0,0.0,,,,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1548,1848913,2,3482556.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1551,1849019,2,3482754.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1553,1849019,2,3482755.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1555,1849019,2,3482756.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,22.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1558,1849023,2,3482762.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1560,1849023,2,3482763.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,13.0,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1562,1849023,2,3482764.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,22.0,0.0,13.0,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1564,1849023,2,3482765.0,4.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1567,1849220,2,3483153.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1569,1849220,2,3483154.0,2.0,2.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1572,1849271,2,3483245.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,1.0,1.0,0.0,0.0,1.0,1.0
1574,1849271,2,3483246.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,13.0,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1577,1849271,2,3483247.0,3.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,22.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1580,1849286,2,3483275.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1582,1849286,2,3483276.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,,,,0.0,0.0,3.0,0.0,0.0,3.0,0.0
1587,1849289,2,3483282.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,8.0,4.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1589,1849289,2,3483283.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,8.0,4.0,11.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1592,1849323,2,3483349.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1594,1849323,2,3483350.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1597,1849337,2,3483378.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1599,1849337,2,3483379.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1603,1849386,2,3483471.0,1.0,9.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1605,1849386,2,3483472.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,13.0,,,0.0,0.0,2.0,0.0,0.0,2.0,0.0
1608,1849386,2,3483473.0,3.0,9.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,22.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,0.0
1611,1849472,2,3483652.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1613,1849472,2,3483653.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,4.0,8.0,11.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1616,1849480,2,3483668.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
1618,1849480,2,3483669.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,7.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1621,1849501,2,3483707.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,1.0
1623,1849501,2,3483708.0,2.0,1.0,0.0,1.0,0.0,0.0,6.0,7.0,3.0,11.0,0.0,,,,0.0,0.0,4.0,0.0,0.0,4.0,0.0
1629,1849503,2,3483710.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,,,,0.0,0.0,2.0,0.0,0.0,2.0,1.0
1632,1849503,2,3483711.0,2.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,5.0,0.0,0.0,,,,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1635,1849552,2,3483802.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,4.0,8.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,1.0,1.0
