,Crash ID,Record Type,Vehicle ID,Participant ID,Participant Display Seq#,Vehicle Coded Seq#,Participant Vehicle Seq#,Safety Equipment Un-used Quantity,Safety Equipment Use Unknown Quantity,Vehicle Occupant Count,Vehicle Striking Flag,Participant Type Code,Participant Hit & Run Flag,Public Employee Flag,Sex,Age,Driver License Status,Driver Residence Status,Injury Severity,Participant Safety Equipment Use Code,Airbag Deployment,Non-Motorist Movement Code,Non-Motorist Travel Direction From,Non-Motorist Travel Direction To,Non-Motorist Location,Participant Action,Participant Error 1 Code,Participant Error 2 Code,Participant Error 3 Code,Participant Cause 3 Code,Participant Event 1 Code,Participant Event 2 Code,Participant Event 3 Code
891,1843445,3,3472087.0,3955959.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,17.0,2.0,4.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
892,1843445,3,3472087.0,3955960.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
895,1843562,3,3472311.0,3956224.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,16.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,7.0,,,,,,,0.0
897,1843562,3,3472312.0,3956225.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,45.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
899,1843562,3,3472313.0,3956226.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,41.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
902,1843658,3,3472506.0,3956457.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,20.0,1.0,1.0,9.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
904,1843658,3,3472507.0,3956458.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,21.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,28.0,,,2.0,,,,,0.0,0.0,0.0
907,1843709,3,3472609.0,3956583.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,28.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,4.0,28.0,,2.0,,,,,,,0.0
909,1843709,3,3472610.0,3956584.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,32.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
912,1843746,3,3472685.0,3956671.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,67.0,1.0,1.0,9.0,9.0,,,,,,0.0,20.0,,,4.0,,,,,,,0.0
914,1843746,3,3472686.0,3956672.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,70.0,1.0,1.0,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
915,1843746,3,3472686.0,3956673.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,79.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
918,1843752,3,3472697.0,3956688.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,47.0,1.0,1.0,9.0,9.0,,,,,,0.0,4.0,28.0,,2.0,,,,,,,0.0
920,1843752,3,3472698.0,3956689.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,18.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
921,1843752,3,3472698.0,3956690.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,19.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
923,1843752,3,3472699.0,3956691.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,60.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
926,1843763,3,3472721.0,3956719.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,58.0,2.0,4.0,3.0,6.0,,,,,,17.0,43.0,42.0,,7.0,,,1.0,86.0,0.0,0.0,0.0
928,1843763,3,3472722.0,3956720.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,48.0,2.0,4.0,3.0,6.0,,,,,,0.0,0.0,,,0.0,,,1.0,86.0,0.0,0.0,0.0
930,1843763,3,3472723.0,3956721.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,39.0,2.0,4.0,2.0,6.0,,,,,,22.0,43.0,42.0,,7.0,,,1.0,86.0,0.0,0.0,0.0
933,1843796,3,3472788.0,3956805.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,26.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
935,1843796,3,3472789.0,3956806.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,55.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,4.0,28.0,,8.0,2.0,,,86.0,0.0,0.0,0.0
938,1843814,3,3472825.0,3956847.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,40.0,1.0,2.0,9.0,2.0,1.0,,,,,17.0,47.0,79.0,80.0,1.0,,,,,0.0,0.0,0.0
939,1843814,3,3472825.0,3956848.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,18.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
942,1843842,3,3472880.0,3956917.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,25.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,45.0,26.0,,13.0,,,,,,,0.0
944,1843842,3,3472881.0,3956918.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,21.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
945,1843842,3,3472881.0,3956919.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,20.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
946,1843842,3,3472881.0,3956920.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,16.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
949,1843872,3,3472940.0,3956989.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,28.0,2.0,4.0,9.0,9.0,,,,,,17.0,81.0,,,10.0,,,,,,,0.0
951,1843872,3,0.0,3956990.0,2.0,,1.0,3.0,0.0,0.0,1.0,60.0,,,4.0,,,0.0,0.0,0.0,10.0,50.0,0.0,,,0.0,,,5.0,,,,0.0
954,1843940,3,3473071.0,3957146.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,25.0,1.0,2.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,92.0,86.0,0.0,0.0,0.0
955,1843940,3,3473071.0,3957147.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,20.0,,,4.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
958,1843953,3,3473098.0,3957177.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,75.0,1.0,2.0,9.0,2.0,0.0,,,,,0.0,42.0,,,29.0,,,,,0.0,0.0,0.0
960,1843953,3,3473099.0,3957178.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,64.0,1.0,2.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
962,1843953,3,3473100.0,3957179.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,26.0,1.0,2.0,4.0,2.0,0.0,,,,,22.0,0.0,,,0.0,,,,,0.0,0.0,0.0
963,1843953,3,3473100.0,3957180.0,4.0,3.0,2.0,2.0,0.0,0.0,2.0,25.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
964,1843953,3,3473100.0,3957181.0,5.0,3.0,3.0,2.0,0.0,0.0,2.0,58.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
965,1843953,3,3473100.0,3957182.0,6.0,3.0,4.0,2.0,0.0,0.0,2.0,58.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
968,1844151,3,3473466.0,3957622.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,46.0,1.0,1.0,9.0,9.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
970,1844151,3,3473467.0,3957623.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
972,1844151,3,3473468.0,3957624.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,70.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
975,1844301,3,3473748.0,3957954.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,24.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
977,1844301,3,3473749.0,3957955.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,49.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
980,1844339,3,3473825.0,3958046.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,36.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
982,1844339,3,3473826.0,3958047.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,19.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
985,1844458,3,3474060.0,3958330.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,29.0,1.0,1.0,9.0,2.0,1.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
987,1844458,3,3474061.0,3958331.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,61.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
988,1844458,3,3474061.0,3958332.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,75.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
989,1844458,3,3474061.0,3958333.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,60.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
991,1844458,3,3474062.0,3958334.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,71.0,1.0,2.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
994,1844484,3,3474113.0,3958400.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,34.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,83.0,81.0,,10.0,,,,,0.0,0.0,0.0
997,1844488,3,3474120.0,3958408.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
999,1844488,3,3474121.0,3958409.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,30.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1000,1844488,3,3474121.0,3958410.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,36.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1003,1844762,3,3474642.0,3959024.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,38.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,7.0,,,,,,,0.0
1005,1844762,3,3474643.0,3959025.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,63.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1007,1844762,3,3474644.0,3959026.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,77.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1008,1844762,3,3474644.0,3959027.0,4.0,3.0,2.0,2.0,0.0,0.0,2.0,67.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1011,1844813,3,3474746.0,3959146.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,36.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1013,1844813,3,3474747.0,3959147.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,51.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1016,1844857,3,3474838.0,3959255.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,63.0,1.0,1.0,9.0,2.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1018,1844857,3,3474839.0,3959256.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,39.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1019,1844857,3,3474839.0,3959257.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,12.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1021,1844857,3,3474840.0,3959258.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,28.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1022,1844857,3,3474840.0,3959259.0,5.0,3.0,2.0,2.0,0.0,0.0,2.0,56.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1025,1844942,3,3474990.0,3959446.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,31.0,2.0,4.0,4.0,2.0,0.0,,,,,0.0,47.0,80.0,,1.0,,,,86.0,0.0,0.0,0.0
1026,1844942,3,3474990.0,3959447.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,28.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1027,1844942,3,3474990.0,3959448.0,3.0,1.0,3.0,2.0,0.0,0.0,2.0,32.0,,,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1030,1844976,3,3475051.0,3959522.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,26.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,45.0,,,13.0,,,,,,,0.0
1032,1844976,3,3475052.0,3959523.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,47.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1035,1845024,3,3475141.0,3959625.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,29.0,2.0,4.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1037,1845024,3,3475142.0,3959626.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,21.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1040,1845085,3,3475258.0,3959771.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,22.0,2.0,4.0,9.0,2.0,,,,,,38.0,26.0,,,27.0,29.0,,,,0.0,0.0,0.0
1042,1845085,3,3475259.0,3959772.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,58.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1044,1845085,3,3475260.0,3959773.0,3.0,3.0,1.0,1.0,0.0,0.0,2.0,58.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1047,1845101,3,3475293.0,3959811.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,18.0,1.0,2.0,9.0,2.0,1.0,,,,,0.0,20.0,,,4.0,,,,,0.0,0.0,0.0
1049,1845101,3,3475294.0,3959812.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,51.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1052,1845113,3,3475317.0,3959840.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,41.0,1.0,1.0,4.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1054,1845113,3,3475318.0,3959841.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,57.0,1.0,1.0,3.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1057,1845254,3,3475596.0,3960171.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,32.0,1.0,1.0,9.0,2.0,,,,,,0.0,43.0,26.0,,7.0,29.0,,,,0.0,0.0,0.0
1058,1845254,3,3475596.0,3960172.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,34.0,,,4.0,0.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1060,1845254,3,3475597.0,3960173.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,35.0,1.0,1.0,9.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1063,1845255,3,3475598.0,3960174.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,9.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1065,1845255,3,3475599.0,3960175.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,25.0,1.0,1.0,4.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1068,1845302,3,3475689.0,3960275.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,54.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1070,1845302,3,3475690.0,3960276.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1072,1845302,3,3475691.0,3960277.0,3.0,3.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1075,1845326,3,3475739.0,3960331.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,9.0,9.0,0.0
1077,1845326,3,3475740.0,3960332.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,21.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1078,1845326,3,3475740.0,3960333.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,20.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1081,1845378,3,3475829.0,3960448.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,22.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1083,1845378,3,3475830.0,3960449.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,44.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1086,1845474,3,3475999.0,3960661.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,9.0,9.0,9.0,2.0,,,,,,0.0,26.0,,,29.0,,,,,9.0,9.0,0.0
1088,1845474,3,3476000.0,3960662.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,61.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1091,1845603,3,3476241.0,3960946.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,40.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,28.0,4.0,,2.0,,,,,,,0.0
1092,1845603,3,3476241.0,3960947.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,35.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1094,1845603,3,3476242.0,3960948.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,33.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1095,1845603,3,3476242.0,3960949.0,4.0,2.0,2.0,2.0,0.0,0.0,1.0,37.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1096,1845603,3,3476242.0,3960950.0,5.0,2.0,3.0,2.0,0.0,0.0,2.0,9.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1099,1845619,3,3476269.0,3960983.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,9.0,9.0,3.0,9.0,,,,,,38.0,16.0,47.0,26.0,27.0,1.0,,,,1.0,1.0,0.0
1101,1845619,3,3476270.0,3960984.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,46.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1104,1845672,3,3476369.0,3961110.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,99.0,9.0,9.0,9.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1106,1845672,3,3476370.0,3961111.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,34.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1109,1845727,3,3476466.0,3961224.0,1.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
1111,1845727,3,3476467.0,3961225.0,2.0,2.0,1.0,1.0,0.0,0.0,9.0,0.0,9.0,9.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
1114,1845755,3,3476516.0,3961284.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,36.0,2.0,4.0,4.0,2.0,,,,,,38.0,16.0,20.0,,27.0,4.0,,115.0,,0.0,0.0,0.0
1116,1845755,3,3476517.0,3961285.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,27.0,1.0,1.0,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1119,1845835,3,3476660.0,3961454.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,28.0,9.0,9.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1121,1845835,3,3476661.0,3961455.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,50.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1124,1845949,3,3476870.0,3961699.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,51.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,86.0,0.0,0.0,0.0
1126,1845949,3,3476871.0,3961700.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,48.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
1129,1845964,3,3476904.0,3961735.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,22.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1131,1845964,3,3476905.0,3961736.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,48.0,2.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1134,1845971,3,3476916.0,3961753.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,49.0,1.0,1.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1136,1845971,3,3476917.0,3961754.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,49.0,1.0,1.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1137,1845971,3,3476917.0,3961755.0,3.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,,,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1140,1845975,3,3476924.0,3961763.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,38.0,1.0,2.0,3.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,86.0,0.0,0.0,0.0
1141,1845975,3,3476924.0,3961764.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,7.0,,,4.0,2.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1143,1845975,3,3476925.0,3961765.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,34.0,1.0,1.0,9.0,9.0,,,,,,0.0,28.0,21.0,,2.0,3.0,,,86.0,0.0,0.0,0.0
1146,1845982,3,3476940.0,3961782.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,1.0,4.0,2.0,1.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1147,1845982,3,3476940.0,3961783.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,27.0,,,4.0,2.0,1.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1149,1845982,3,3476941.0,3961784.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,31.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1151,1845982,3,3476942.0,3961785.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,40.0,2.0,4.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1154,1846015,3,3477001.0,3961855.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,25.0,1.0,2.0,9.0,9.0,,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1156,1846015,3,3477002.0,3961856.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,36.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1159,1846016,3,3477003.0,3961857.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,62.0,9.0,1.0,9.0,9.0,,,,,,0.0,28.0,,,2.0,,,,,,,0.0
1161,1846016,3,3477004.0,3961858.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,41.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1162,1846016,3,3477004.0,3961859.0,3.0,2.0,2.0,2.0,0.0,0.0,2.0,17.0,,,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1165,1846021,3,3477013.0,3961869.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,23.0,1.0,1.0,9.0,2.0,0.0,,,,,0.0,26.0,,,29.0,,,,,,,0.0
1167,1846021,3,3477014.0,3961870.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,42.0,2.0,4.0,4.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1170,1846139,3,3477239.0,3962152.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,67.0,1.0,1.0,4.0,9.0,,,,,,0.0,26.0,,,29.0,,,,0.0,,1.0,0.0
1172,1846139,3,3477240.0,3962153.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,55.0,1.0,1.0,9.0,9.0,,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
1175,1846145,3,3477249.0,3962163.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,55.0,1.0,1.0,9.0,9.0,,,,,,0.0,47.0,26.0,,1.0,,,,,,,0.0
1177,1846145,3,3477250.0,3962164.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,31.0,2.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,0.0
1180,1846158,3,3477271.0,3962188.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,19.0,1.0,1.0,9.0,2.0,,,,,,0.0,0.0,,,0.0,,,,16.0,1.0,,0.0
1182,1846158,3,3477272.0,3962189.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,60.0,1.0,1.0,4.0,2.0,0.0,,,,,0.0,0.0,,,0.0,,,,,0.0,0.0,0.0
